Feature_A_(i),Feature_A_(i)-noFeature_A_(i),Feature_B_(2i),Feature_B_(2i)-noFeature_A_(i),Feature_C_(-i),Feature_C_(-i)-noFeature_A_(i),Constant_Feature,Constant_Feature-noFeature_A_(i),Random_Feature,Random_Feature-noFeature_A_(i),Outcome,Outcome-noFeature_A_(i)
1674,4787,3348,5994,-1674,-2998,1,1,0.5705215301630423,0.5437811418999469,A,A
1675,4787,3350,5994,-1675,-2998,1,1,0.6064295534069465,0.5738128596868537,A,A
1679,4787,3358,5994,-1679,-2998,1,1,0.9685016851194759,0.9556519694980462,A,A
1680,4787,3360,6006,-1680,-3004,1,1,0.5181803515663616,0.5057843245177359,A,A
1682,4787,3364,6006,-1682,-3004,1,1,0.3624944722122637,0.34394625120281785,A,A
1686,4787,3372,6018,-1686,-3010,1,1,0.9854505609671894,0.9708335991200716,A,A
1692,4787,3384,6030,-1692,-3015,1,1,0.6018673514333617,0.5738128596868537,A,A
1695,4787,3390,6030,-1695,-3015,1,1,0.40395845531182994,0.3838453928986345,A,A
1696,4787,3392,6030,-1696,-3015,1,1,0.10125476828298385,0.11766008071769851,A,A
1698,4787,3396,6040,-1698,-3021,1,1,0.9931305365585255,0.9867277963524416,A,A
1699,4787,3398,6040,-1699,-3021,1,1,0.47595852412091266,0.45443658440763757,A,A
1707,4787,3414,6052,-1707,-3027,1,1,0.9437470420035533,0.9155804834289545,A,A
1714,4787,3428,6064,-1714,-3033,1,1,0.4019837359917706,0.3838453928986345,A,A
1717,4787,3434,6076,-1717,-3038,1,1,0.8942032092690649,0.836604570279811,A,A
1723,4787,3446,6086,-1723,-3044,1,1,0.6413861973277034,0.6185616736968093,A,A
1724,4787,3448,6086,-1724,-3044,1,1,0.7295520523281847,0.6865687000926515,A,A
1725,4787,3450,6086,-1725,-3044,1,1,0.3366500212966502,0.33085674641798635,A,A
1729,4787,3458,6098,-1729,-3050,1,1,0.5359700768859168,0.5184576116122209,A,A
1731,4787,3462,6098,-1731,-3050,1,1,0.3405453067539682,0.34394625120281785,A,A
1735,4787,3470,6110,-1735,-3056,1,1,0.06009511798120759,0.046636926221635844,A,A
1737,4787,3474,6110,-1737,-3056,1,1,0.4216874899193266,0.41436990175995514,A,A
1741,4787,3482,6122,-1741,-3062,1,1,0.022837176355611444,0.009431753548861166,A,A
1744,4787,3488,6134,-1744,-3067,1,1,0.7656993765649194,0.74048802736636,A,A
1745,4787,3490,6134,-1745,-3067,1,1,0.06574355079265015,0.06575410935862658,A,A
1749,4787,3498,6144,-1749,-3073,1,1,0.07422155382217643,0.08139052448728146,A,A
1757,4787,3514,6156,-1757,-3079,1,1,0.06840866595954642,0.06575410935862658,A,A
1759,4787,3518,6156,-1759,-3079,1,1,0.23237026653209736,0.2556376638625464,A,A
1761,4787,3522,6168,-1761,-3085,1,1,0.6085917940538245,0.5970130310756897,A,A
1762,4787,3524,6168,-1762,-3085,1,1,0.9169995625380596,0.8844562399641169,A,A
1763,4787,3526,6168,-1763,-3085,1,1,0.9181878796564482,0.8844562399641169,A,A
1767,4787,3534,6180,-1767,-3091,1,1,0.15882195155461598,0.17573684250755928,A,A
1773,4787,3546,6192,-1773,-3096,1,1,0.8961691585905887,0.836604570279811,A,A
1775,4787,3550,6192,-1775,-3096,1,1,0.7366403036225294,0.7124266951977283,A,A
1784,4787,3568,6214,-1784,-3108,1,1,0.8344524998433224,0.7752105467541478,A,A
1787,4787,3574,6214,-1787,-3108,1,1,0.0640181534705081,0.046636926221635844,A,A
1790,4787,3580,6226,-1790,-3114,1,1,0.980975597370556,0.9708335991200716,A,A
1794,4787,3588,6226,-1794,-3114,1,1,0.02397747617580437,0.02540337192260267,A,A
1796,4787,3592,6238,-1796,-3120,1,1,0.790474125061501,0.7650504588350444,A,A
1797,4787,3594,6238,-1797,-3120,1,1,0.3658468868373259,0.34394625120281785,A,A
1806,4787,3612,6250,-1806,-3125,1,1,0.48374035002219806,0.4686479736942557,A,A
1807,4787,3614,6260,-1807,-3131,1,1,0.9146774550722477,0.8659373859054671,A,A
1808,4787,3616,6260,-1808,-3131,1,1,0.48818633597072547,0.4686479736942557,A,A
1809,4787,3618,6260,-1809,-3131,1,1,0.8686801402911736,0.81093086149687,A,A
1813,4787,3626,6272,-1813,-3137,1,1,0.40981146302774285,0.3994271172644791,A,A
1817,4787,3634,6272,-1817,-3137,1,1,0.7025244505794499,0.6865687000926515,A,A
1818,4787,3636,6272,-1818,-3137,1,1,0.9163353708594971,0.8844562399641169,A,A
1819,4787,3638,6284,-1819,-3143,1,1,0.04854465595738233,0.02540337192260267,A,A
1821,4787,3642,6284,-1821,-3143,1,1,0.8742852829597569,0.81093086149687,A,A
1826,4787,3652,6296,-1826,-3148,1,1,0.20145981721635275,0.2200783515824032,A,A
1827,4787,3654,6296,-1827,-3148,1,1,0.8379093049519097,0.7752105467541478,A,A
1830,4787,3660,6306,-1830,-3154,1,1,0.14744068461576565,0.1556084896784825,A,A
1832,4787,3664,6306,-1832,-3154,1,1,0.3637419922652889,0.34394625120281785,A,A
1835,4787,3670,6306,-1835,-3154,1,1,0.554617733615399,0.5287072142744291,A,A
1837,4787,3674,6318,-1837,-3160,1,1,0.5654543434112701,0.5287072142744291,A,A
1838,4787,3676,6318,-1838,-3160,1,1,0.4577872104824705,0.43084017934406293,A,A
1840,4787,3680,6318,-1840,-3160,1,1,0.02129307207579534,0.009431753548861166,A,A
1844,4787,3688,6330,-1844,-3166,1,1,0.755022491980974,0.7248533491587095,A,A
1846,4787,3692,6330,-1846,-3166,1,1,0.10915635521396538,0.11766008071769851,A,A
1849,4787,3698,6342,-1849,-3172,1,1,0.07871393882784539,0.08139052448728146,A,A
1852,4787,3704,6342,-1852,-3172,1,1,0.1402741366530308,0.1556084896784825,A,A
1854,4787,3708,6354,-1854,-3177,1,1,0.07093647902949407,0.06575410935862658,A,A
1855,4787,3710,6354,-1855,-3177,1,1,0.9099400638095136,0.8483288367488273,A,A
1856,4787,3712,6354,-1856,-3177,1,1,0.5121512622735425,0.4863973973956013,A,A
1857,4787,3714,6354,-1857,-3177,1,1,0.9615076157476817,0.9358892092224953,A,A
1859,4787,3718,6364,-1859,-3183,1,1,0.7658598584021326,0.74048802736636,A,A
1861,4787,3722,6364,-1861,-3183,1,1,0.5131986288516832,0.4863973973956013,A,A
1866,4787,3732,6376,-1866,-3189,1,1,0.1555874874592581,0.17573684250755928,A,A
1868,4787,3736,6376,-1868,-3189,1,1,0.41215557145296244,0.3994271172644791,A,A
1870,4787,3740,6376,-1870,-3189,1,1,0.7747449876192829,0.7650504588350444,A,A
1872,4787,3744,6388,-1872,-3195,1,1,0.12881686303687145,0.14001508031831478,A,A
1877,4787,3754,6400,-1877,-3201,1,1,0.1572055462596691,0.17573684250755928,A,A
1879,4787,3758,6400,-1879,-3201,1,1,0.17218487726188403,0.18991284810616926,A,A
1881,4787,3762,6400,-1881,-3201,1,1,0.10117642600339738,0.09584927697217083,A,A
1884,4787,3768,6412,-1884,-3206,1,1,0.4070420527109204,0.3994271172644791,A,A
1888,4787,3776,6422,-1888,-3212,1,1,0.1606114399586096,0.17573684250755928,A,A
1889,4787,3778,6422,-1889,-3212,1,1,0.9204809477107885,0.8844562399641169,A,A
1893,4787,3786,6422,-1893,-3212,1,1,0.6998855606012826,0.6865687000926515,A,A
1897,4787,3794,6434,-1897,-3218,1,1,0.7695629999922261,0.74048802736636,A,A
1898,4787,3796,6434,-1898,-3218,1,1,0.8749854031148374,0.81093086149687,A,A
1899,4787,3798,6434,-1899,-3218,1,1,0.7569091253257019,0.7248533491587095,A,A
1900,4787,3800,6446,-1900,-3224,1,1,0.7732080766316596,0.7650504588350444,A,A
1903,4787,3806,6446,-1903,-3224,1,1,0.5074907927681844,0.4863973973956013,A,A
1904,4787,3808,6446,-1904,-3224,1,1,0.8751392183256989,0.81093086149687,A,A
1905,4787,3810,6446,-1905,-3224,1,1,0.38487249426010217,0.36326959483172827,A,A
1909,4787,3818,6458,-1909,-3230,1,1,0.06520632851535646,0.06575410935862658,A,A
1911,4787,3822,6458,-1911,-3230,1,1,0.20446388156419426,0.2200783515824032,A,A
1913,4787,3826,6470,-1913,-3235,1,1,0.6986515513445546,0.6865687000926515,A,A
1917,4787,3834,6480,-1917,-3241,1,1,0.5998910984211084,0.5738128596868537,A,A
1918,4787,3836,6480,-1918,-3241,1,1,0.4389698930404017,0.41436990175995514,A,A
1920,4787,3840,6480,-1920,-3241,1,1,0.3075864887471417,0.30887378737929305,A,A
1922,4787,3844,6480,-1922,-3241,1,1,0.5187659563896301,0.5057843245177359,A,A
1931,4787,3862,6504,-1931,-3253,1,1,0.08909021427934749,0.09584927697217083,A,A
1937,4787,3874,6516,-1937,-3258,1,1,0.2888286948180654,0.29312155847436416,A,A
1939,4787,3878,6516,-1939,-3258,1,1,0.9125805712019964,0.8659373859054671,A,A
1940,4787,3880,6526,-1940,-3264,1,1,0.49895569675455953,0.4686479736942557,A,A
1945,4787,3890,6526,-1945,-3264,1,1,0.6467697471738271,0.6185616736968093,A,A
1948,4787,3896,6538,-1948,-3270,1,1,0.30887378737929305,0.30887378737929305,A,A
1951,4787,3902,6538,-1951,-3270,1,1,0.6032997670649357,0.5738128596868537,A,A
1952,4787,3904,6550,-1952,-3276,1,1,0.5147838819366183,0.5057843245177359,A,A
1953,4787,3906,6550,-1953,-3276,1,1,0.9832936469896746,0.9708335991200716,A,A
1957,4787,3914,6550,-1957,-3276,1,1,0.20809934162587995,0.2200783515824032,A,A
1961,4787,3922,6562,-1961,-3282,1,1,0.7327006526015837,0.7124266951977283,A,A
1965,4787,3930,6574,-1965,-3287,1,1,0.8787550455894706,0.836604570279811,A,A
1966,4787,3932,6574,-1966,-3287,1,1,0.09975325794366108,0.09584927697217083,A,A
1967,4787,3934,6574,-1967,-3287,1,1,0.7501727725024829,0.7248533491587095,A,A
1968,4787,3936,6574,-1968,-3287,1,1,0.6934654569499832,0.6676345312549455,A,A
1970,4787,3940,6584,-1970,-3293,1,1,0.05835553566607721,0.046636926221635844,A,A
1974,4787,3948,6584,-1974,-3293,1,1,0.3384025412063525,0.33085674641798635,A,A
1979,4787,3958,6596,-1979,-3299,1,1,0.8535183019211477,0.7978402972390728,A,A
1980,4787,3960,6596,-1980,-3299,1,1,0.47730201062974653,0.45443658440763757,A,A
1981,4787,3962,5948,-1981,-2975,1,1,0.2449174497623824,0.2556376638625464,A,A
1982,4787,3964,5948,-1982,-2975,1,1,0.6965039059969794,0.7124266951977283,A,A
1984,4787,3968,5948,-1984,-2975,1,1,0.5013742152843758,0.5184576116122209,A,A
1985,4787,3970,5948,-1985,-2975,1,1,0.5155758123684047,0.5437811418999469,A,A
1988,4787,3976,5960,-1988,-2981,1,1,0.9289143321245649,0.9155804834289545,A,A
1991,4787,3982,5960,-1991,-2981,1,1,0.43462727348911856,0.4686479736942557,A,A
1992,4787,3984,5960,-1992,-2981,1,1,0.502613743720023,0.5287072142744291,A,A
1999,4787,3998,5982,-1999,-2992,1,1,0.22732652220756266,0.2556376638625464,A,A
2001,4787,4002,5982,-2001,-2992,1,1,0.8553539169947036,0.8483288367488273,A,A
2002,4787,4004,5982,-2002,-2992,1,1,0.1902134519880243,0.20479149534265284,A,A
2004,4787,4008,5994,-2004,-2998,1,1,0.5096409829976799,0.5287072142744291,A,A
2006,4787,4012,5994,-2006,-2998,1,1,0.4120143225959353,0.45443658440763757,A,A
2007,4787,4014,5994,-2007,-2998,1,1,0.8437653845408781,0.836604570279811,A,A
2013,4787,4026,6006,-2013,-3004,1,1,0.22483786986433585,0.23139716590926385,A,A
2016,4787,4032,6018,-2016,-3010,1,1,0.9758172364123914,0.9708335991200716,A,A
2017,4787,4034,6018,-2017,-3010,1,1,0.06104087149746973,0.06575410935862658,A,A
2023,4787,4046,6030,-2023,-3015,1,1,0.35939098444257567,0.36326959483172827,A,A
2024,4787,4048,6030,-2024,-3015,1,1,0.14626077371673263,0.1556084896784825,A,A
2025,4787,4050,6030,-2025,-3015,1,1,0.33779350194187674,0.34394625120281785,A,A
2027,4787,4054,6040,-2027,-3021,1,1,0.6228529745303686,0.6567225731105883,A,A
2028,4787,4056,6040,-2028,-3021,1,1,0.5112695773898153,0.5437811418999469,A,A
2032,4787,4064,6040,-2032,-3021,1,1,0.0880040037257026,0.08139052448728146,A,A
2033,4787,4066,6052,-2033,-3027,1,1,0.8063689302950869,0.81093086149687,A,A
2035,4787,4070,6052,-2035,-3027,1,1,0.9105620515883951,0.897897211542344,A,A
2043,4787,4086,6064,-2043,-3033,1,1,0.0312869238047353,0.02540337192260267,A,A
2045,4787,4090,6076,-2045,-3038,1,1,0.39771175469200426,0.43084017934406293,A,A
2046,4787,4092,6076,-2046,-3038,1,1,0.8949072207769406,0.8844562399641169,A,A
2050,4787,4100,6086,-2050,-3044,1,1,0.7334657157512747,0.7650504588350444,A,A
2052,4787,4104,6086,-2052,-3044,1,1,0.3800479108926026,0.3994271172644791,A,A
2056,4787,4112,6098,-2056,-3050,1,1,0.7758796786414458,0.7978402972390728,A,A
2058,4787,4116,6098,-2058,-3050,1,1,0.10338266942078755,0.09584927697217083,A,A
2062,4787,4124,6110,-2062,-3056,1,1,0.7058800721219403,0.7248533491587095,A,A
2066,4787,4132,6110,-2066,-3056,1,1,0.712633991843905,0.74048802736636,A,A
2070,4787,4140,6122,-2070,-3062,1,1,0.03658949110517573,0.046636926221635844,A,A
2073,4787,4146,6122,-2073,-3062,1,1,0.28244912203613237,0.29312155847436416,A,A
2076,4787,4152,6134,-2076,-3067,1,1,0.7148294849777915,0.74048802736636,A,A
2077,4787,4154,6134,-2077,-3067,1,1,0.20608685228723544,0.2200783515824032,A,A
2078,4787,4156,6134,-2078,-3067,1,1,0.19792417394811868,0.20479149534265284,A,A
2081,4787,4162,6144,-2081,-3073,1,1,0.354523890217048,0.36326959483172827,A,A
2082,4787,4164,6144,-2082,-3073,1,1,0.020955578622196436,0.009431753548861166,A,A
2085,4787,4170,6156,-2085,-3079,1,1,0.35465882688631967,0.36326959483172827,A,A
2086,4787,4172,6156,-2086,-3079,1,1,0.05338016257014755,0.06575410935862658,A,A
2087,4787,4174,6156,-2087,-3079,1,1,0.612004553949978,0.6185616736968093,A,A
2088,4787,4176,6156,-2088,-3079,1,1,0.19824053236436867,0.2200783515824032,A,A
2089,4787,4178,6156,-2089,-3079,1,1,0.3817172243733614,0.41436990175995514,A,A
2091,4787,4182,6168,-2091,-3085,1,1,0.6130999048708213,0.6185616736968093,A,A
2100,4787,4200,6180,-2100,-3091,1,1,0.12303663006184484,0.11766008071769851,A,A
2101,4787,4202,6180,-2101,-3091,1,1,0.9749076821864765,0.9708335991200716,A,A
2102,4787,4204,6180,-2102,-3091,1,1,0.4267593722208304,0.45443658440763757,A,A
2106,4787,4212,6192,-2106,-3096,1,1,0.40541708153706335,0.43084017934406293,A,A
2108,4787,4216,6202,-2108,-3102,1,1,0.018334073082827196,0.009431753548861166,A,A
2110,4787,4220,6202,-2110,-3102,1,1,0.22356876177805607,0.23139716590926385,A,A
2111,4787,4222,6202,-2111,-3102,1,1,0.6674079866036278,0.6865687000926515,A,A
2112,4787,4224,6202,-2112,-3102,1,1,0.9493761714095447,0.9358892092224953,A,A
2114,4787,4228,6214,-2114,-3108,1,1,0.5581924053963743,0.5738128596868537,A,A
2120,4787,4240,6226,-2120,-3114,1,1,0.9761474057149245,0.9708335991200716,A,A
2121,4787,4242,6226,-2121,-3114,1,1,0.5221704761822162,0.5603876811308924,A,A
2126,4787,4252,6238,-2126,-3120,1,1,0.6829689761942943,0.7124266951977283,A,A
2127,4787,4254,6238,-2127,-3120,1,1,0.6402144127472182,0.6676345312549455,A,A
2131,4787,4262,6238,-2131,-3120,1,1,0.18012978850917527,0.18991284810616926,A,A
2133,4787,4266,6250,-2133,-3125,1,1,0.6528317406942203,0.6676345312549455,A,A
2134,4787,4268,6250,-2134,-3125,1,1,0.3441136592108366,0.34394625120281785,A,A
2137,4787,4274,6260,-2137,-3131,1,1,0.6152390794100236,0.6403485791625139,A,A
2138,4787,4276,6260,-2138,-3131,1,1,0.5053080051228691,0.5287072142744291,A,A
2147,4787,4294,6272,-2147,-3137,1,1,0.7358425197236385,0.7650504588350444,A,A
2152,4787,4304,6284,-2152,-3143,1,1,0.4521837667711399,0.4863973973956013,A,A
2154,4787,4308,6284,-2154,-3143,1,1,0.3089625616505892,0.30887378737929305,A,A
2156,4787,4312,6296,-2156,-3148,1,1,0.9636421675108663,0.9556519694980462,A,A
2157,4787,4314,6296,-2157,-3148,1,1,0.9700270325730731,0.9556519694980462,A,A
2161,4787,4322,6306,-2161,-3154,1,1,0.10618963538207415,0.09584927697217083,A,A
2162,4787,4324,6306,-2162,-3154,1,1,0.7567443784516563,0.7752105467541478,A,A
2163,4787,4326,6306,-2163,-3154,1,1,0.6882992868068454,0.7124266951977283,A,A
2167,4787,4334,6318,-2167,-3160,1,1,0.32577602708423503,0.33085674641798635,A,A
2171,4787,4342,6318,-2171,-3160,1,1,0.42004075829873055,0.45443658440763757,A,A
2177,4787,4354,6330,-2177,-3166,1,1,0.936523655443973,0.9155804834289545,A,A
2178,4787,4356,6342,-2178,-3172,1,1,0.16221267341061585,0.17573684250755928,A,A
2179,4787,4358,6342,-2179,-3172,1,1,0.9578161605223605,0.9556519694980462,A,A
2180,4787,4360,6342,-2180,-3172,1,1,0.6485171684920292,0.6676345312549455,A,A
2181,4787,4362,6342,-2181,-3172,1,1,0.7687505411078538,0.7978402972390728,A,A
2182,4787,4364,6342,-2182,-3172,1,1,0.7052429590032706,0.7248533491587095,A,A
2183,4787,4366,6342,-2183,-3172,1,1,0.7071248940825647,0.74048802736636,A,A
2185,4787,4370,6354,-2185,-3177,1,1,0.21249936753099974,0.2200783515824032,A,A
2188,4787,4376,6354,-2188,-3177,1,1,0.19804014007318038,0.2200783515824032,A,A
2193,4787,4386,6364,-2193,-3183,1,1,0.19524639903549834,0.20479149534265284,A,A
2194,4787,4388,6364,-2194,-3183,1,1,0.996522898868628,0.9867277963524416,A,A
2199,4787,4398,6376,-2199,-3189,1,1,0.37005222139549276,0.3838453928986345,A,A
2200,4787,4400,6376,-2200,-3189,1,1,0.6345282625417757,0.6567225731105883,A,A
2201,4787,4402,6388,-2201,-3195,1,1,0.3280525023202405,0.33085674641798635,A,A
2205,4787,4410,6388,-2205,-3195,1,1,0.1166813646535877,0.11766008071769851,A,A
2210,4787,4420,6400,-2210,-3201,1,1,0.40241761391988773,0.43084017934406293,A,A
2216,4787,4432,6412,-2216,-3206,1,1,0.3499932687128001,0.34394625120281785,A,A
2225,4787,4450,6434,-2225,-3218,1,1,0.3088390646050043,0.30887378737929305,A,A
2234,4787,4468,6446,-2234,-3224,1,1,0.36910751947257503,0.3838453928986345,A,A
2235,4787,4470,6446,-2235,-3224,1,1,0.8482906865467086,0.836604570279811,A,A
2240,4787,4480,6458,-2240,-3230,1,1,0.47287112484834615,0.5057843245177359,A,A
2241,4787,4482,6458,-2241,-3230,1,1,0.9747138423551656,0.9708335991200716,A,A
2242,4787,4484,6470,-2242,-3235,1,1,0.6536133430144079,0.6865687000926515,A,A
2244,4787,4488,6470,-2244,-3235,1,1,0.35463063115404114,0.36326959483172827,A,A
2248,4787,4496,6480,-2248,-3241,1,1,0.32808817773979904,0.33085674641798635,A,A
2250,4787,4500,6480,-2250,-3241,1,1,0.028292239575584466,0.02540337192260267,A,A
2253,4787,4506,6492,-2253,-3247,1,1,0.2601840033472469,0.2705870793149804,A,A
2254,4787,4508,6492,-2254,-3247,1,1,0.49572839561443716,0.5184576116122209,A,A
2255,4787,4510,6492,-2255,-3247,1,1,0.5127436345094188,0.5437811418999469,A,A
2256,4787,4512,6492,-2256,-3247,1,1,0.028922219302059404,0.02540337192260267,A,A
2267,4787,4534,6516,-2267,-3258,1,1,0.04608642180938771,0.06575410935862658,A,A
2268,4787,4536,6516,-2268,-3258,1,1,0.3895671229806068,0.41436990175995514,A,A
2269,4787,4538,6516,-2269,-3258,1,1,0.1747370001387315,0.18991284810616926,A,A
2270,4787,4540,6526,-2270,-3264,1,1,0.8695160449044587,0.8659373859054671,A,A
2272,4787,4544,6526,-2272,-3264,1,1,0.7198926716384558,0.74048802736636,A,A
2273,4787,4546,6526,-2273,-3264,1,1,0.518673311922249,0.5603876811308924,A,A
2278,4787,4556,6538,-2278,-3270,1,1,0.26680517596274944,0.2705870793149804,A,A
2280,4787,4560,6538,-2280,-3270,1,1,0.620514097634409,0.6403485791625139,A,A
2285,4787,4570,6550,-2285,-3276,1,1,0.5105184771179293,0.5437811418999469,A,A
2296,4787,4592,6574,-2296,-3287,1,1,0.9665146302391457,0.9556519694980462,A,A
2299,4787,4598,6584,-2299,-3293,1,1,0.43108882182641917,0.4686479736942557,A,A
2302,4787,4604,6584,-2302,-3293,1,1,0.06973797867953613,0.08139052448728146,A,A
2303,4787,4606,6584,-2303,-3293,1,1,0.2965160856441176,0.30887378737929305,A,A
2304,4787,4608,6584,-2304,-3293,1,1,0.6023877732208555,0.6185616736968093,A,A
2306,4787,4612,6596,-2306,-3299,1,1,0.48447964172583835,0.5057843245177359,A,A
2308,4787,4616,6596,-2308,-3299,1,1,0.0340154027983991,0.02540337192260267,A,A
2309,4787,4618,6596,-2309,-3299,1,1,0.05742712868123301,0.06575410935862658,A,A
2314,4787,4628,5948,-2314,-2975,1,1,0.865712696442094,0.8659373859054671,A,A
2318,4787,4636,5960,-2318,-2981,1,1,0.47873833018348566,0.4686479736942557,A,A
2325,4787,4650,5972,-2325,-2986,1,1,0.3154430469533932,0.2556376638625464,A,A
2330,4787,4660,5982,-2330,-2992,1,1,0.372600812028543,0.33085674641798635,A,A
2331,4787,4662,5982,-2331,-2992,1,1,0.3169296140015879,0.2556376638625464,A,A
2332,4787,4664,5982,-2332,-2992,1,1,0.47038190487882414,0.4686479736942557,A,A
2333,4787,4666,5982,-2333,-2992,1,1,0.9649130502984313,0.9708335991200716,A,A
2334,4787,4668,5994,-2334,-2998,1,1,0.36652192721588106,0.30887378737929305,A,A
2335,4787,4670,5994,-2335,-2998,1,1,0.3182648616241628,0.2556376638625464,A,A
2341,4787,4682,6006,-2341,-3004,1,1,0.5900165795953535,0.5970130310756897,A,A
2344,4787,4688,6006,-2344,-3004,1,1,0.4531858568625773,0.43084017934406293,A,A
2346,4787,4692,6018,-2346,-3010,1,1,0.7699436007873152,0.7752105467541478,A,A
2347,4787,4694,6018,-2347,-3010,1,1,0.28208168514396326,0.23139716590926385,A,A
2348,4787,4696,6018,-2348,-3010,1,1,0.6160356903510849,0.6185616736968093,A,A
2349,4787,4698,6018,-2349,-3010,1,1,0.7163868332570547,0.7124266951977283,A,A
2353,4787,4706,6030,-2353,-3015,1,1,0.11559078266672629,0.08139052448728146,A,A
2354,4787,4708,6030,-2354,-3015,1,1,0.2678009163647116,0.2200783515824032,A,A
2356,4787,4712,6030,-2356,-3015,1,1,0.07290586614001149,0.06575410935862658,A,A
2357,4787,4714,6040,-2357,-3021,1,1,0.16136576392722024,0.11766008071769851,A,A
2366,4787,4732,6052,-2366,-3027,1,1,0.42046771373879566,0.3994271172644791,A,A
2372,4787,4744,6064,-2372,-3033,1,1,0.5744314001558449,0.5603876811308924,A,A
2374,4787,4748,6064,-2374,-3033,1,1,0.533800378935939,0.5287072142744291,A,A
2376,4787,4752,6076,-2376,-3038,1,1,0.4019431244499371,0.3838453928986345,A,A
2382,4787,4764,6086,-2382,-3044,1,1,0.5439424940758666,0.5437811418999469,A,A
2383,4787,4766,6086,-2383,-3044,1,1,0.45548864802211086,0.45443658440763757,A,A
2384,4787,4768,6086,-2384,-3044,1,1,0.21951573057233498,0.17573684250755928,A,A
2386,4787,4772,6098,-2386,-3050,1,1,0.21895356266195087,0.17573684250755928,A,A
2391,4787,4782,6098,-2391,-3050,1,1,0.5433257981157731,0.5287072142744291,A,A
2394,4787,4788,6110,-2394,-3056,1,1,0.7388850834237064,0.74048802736636,A,A
2395,4787,4790,6110,-2395,-3056,1,1,0.6103122571323334,0.5970130310756897,A,A
2397,4787,4794,6110,-2397,-3056,1,1,0.7585005211684226,0.7650504588350444,A,A
2399,4787,4798,6122,-2399,-3062,1,1,0.5998597181548605,0.5970130310756897,A,A
